OrderNum,OrderDate,OrderType,CustomerType,CustName,CustCountry,CustCity,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Total Cost 
1102004,5/2/2018,Wholesale,Business,Thompson Inc.,Morocco,Tifariti,eBooks,EB502,Building Your First Robot,10, $ 24.95 , $ 4.99 , $ 244.51 
1102005,5/2/2018,Wholesale,Business,Schaefer Inc.,Egypt,Asyut,Robot Kits,RK606,BYOR-3535,12, $ 225.00 , $ 45.00 ," $ 2,655.00 "
1102006,5/2/2018,Retail,Individual,Amber and Mueller,Saudi Arabia,Yanbu`,Training Videos,TV807,Open Source Code,1, $ 32.95 , 0 , $ 32.95 
1102007,5/2/2018,Retail,Individual,Joell Cearley,Egypt,Mit Ghamr,Blueprints,BP110,Upside Down Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1102008,5/2/2018,Retail,Individual,Gael Goodwell,Morocco,Targuist,eBooks,EB509,GPS Drones,1, $ 19.99 , 0 , $ 19.99 
1102009,5/2/2018,Wholesale,Business,Gleason LLC,Morocco,Fnidq,Drones,DS305,DTI-84 Drone,26, $ 455.00 , $ 91.00 ," $ 11,739.00 "
1102010,6/2/2018,Retail,Individual,Bea Koss,Morocco,Foum el Anser,Robot Kits,RK606,BYOR-3535,3, $ 225.00 , 0 , $ 675.00 
1102011,6/2/2018,Retail,Individual,Evie Jaspar,Morocco,Mejji,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1102012,6/2/2018,Retail,Individual,Carmina Salthouse,Morocco,Douar Oulad Hssine,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1102013,6/2/2018,Retail,Individual,Shelden Ferrarini,Morocco,Sidi Dahbi,eBooks,EB519,Spherical Robots,1, $ 16.75 , 0 , $ 16.75 
1102014,6/2/2018,Wholesale,Business,Lind Group,Morocco,Zawyat Sidi Ben Hamdoun,eBooks,EB508,Fixed Wing Drones,11, $ 15.50 , $ 3.10 , $ 167.40 
1102015,6/2/2018,Wholesale,Business,Herman LLC,Morocco,Ad Darwa,Training Videos,TV808,Robotic Essentials,101, $ 34.99 , $ 7.00 ," $ 3,526.99 "
1102016,6/2/2018,Wholesale,Business,Carter and Sons,Morocco,Moulay Bou 'azza,Training Videos,TV806,Mapping with Drones,11, $ 49.00 , $ 9.80 , $ 529.20 
1102017,6/2/2018,Wholesale,Business,Stoltenberg LLC,Algeria,Beni Ounif,Drones,DS303,DTD-7000 Drone,98, $ 450.00 , $ 90.00 ," $ 44,010.00 "
1102018,6/2/2018,Wholesale,Business,Haag Group,Morocco,Ain Zora,eBooks,EB502,Building Your First Robot,42, $ 24.95 , $ 4.99 ," $ 1,042.91 "
1102019,6/2/2018,Wholesale,Business,Waelchi Inc.,Algeria,Timizart,Training Videos,TV808,Robotic Essentials,102, $ 34.99 , $ 7.00 ," $ 3,561.98 "
1102020,6/2/2018,Retail,Individual,Sue Cummings,Morocco,Oulad Sbih,Robot Kits,RK606,BYOR-3535,2, $ 225.00 , 0 , $ 450.00 
1102021,7/2/2018,Wholesale,Business,Marvin Inc.,Morocco,Touama,eBooks,EB518,Single Rotor Drones,9, $ 14.99 , $ 3.00 , $ 131.91 
1102022,7/2/2018,Retail,Individual,Noach Dorgan,Egypt,Luxor,Robots,RS704,RLK-9920 Robot,1, $ 699.00 , 0 , $ 699.00 
1102023,7/2/2018,Retail,Individual,Jacob Duce,Morocco,Oulad Cherki,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1102024,7/2/2018,Retail,Individual,Dona Purtell,Morocco,Sidi Azzouz,eBooks,EB517,SCARA Robots,1, $ 19.50 , 0 , $ 19.50 
1102025,7/2/2018,Wholesale,Business,Daugherty Group,Saudi Arabia,Najran,eBooks,EB502,Building Your First Robot,9, $ 24.95 , $ 4.99 , $ 219.56 
1102026,8/2/2018,Wholesale,Business,Reichel and Sons,Morocco,Ichemrarn,Blueprints,BP108,Panda Robot Blueprint,10, $ 7.99 , $ 1.60 , $ 78.30 
1102027,8/2/2018,Wholesale,Business,Bergstrom LLC,Syria,Tayr Ma`lah,eBooks,EB521,Understanding Artificial Intelligence,3, $ 19.50 , $ 3.90 , $ 54.60 
1102028,8/2/2018,Wholesale,Business,Goodwin Inc.,Morocco,Errachidia,Robots,RS702,MICR-23K Robot,6, $ 899.00 , $ 179.80 ," $ 5,214.20 "
1102029,8/2/2018,Wholesale,Business,Wolff LLC,Morocco,Sidi Bou Othmane,eBooks,EB513,Photograph Drones,11, $ 14.99 , $ 3.00 , $ 161.89 
1102030,8/2/2018,Wholesale,Business,Satterfield LLC,Iraq,Samarra',Blueprints,BP104,Cat Robot Blueprint,95, $ 4.99 , $ 1.00 , $ 473.05 
1102031,9/2/2018,Wholesale,Business,Dickens LLC,Iraq,An Najaf,Robots,RS702,MICR-23K Robot,3, $ 899.00 , $ 179.80 ," $ 2,517.20 "
1102032,9/2/2018,Retail,Individual,Lambert Jelks,Algeria,Azzaba,Training Videos,TV812,Understanding Raspberry PI,1, $ 28.99 , 0 , $ 28.99 
1102033,9/2/2018,Wholesale,Business,Schuppe Inc.,Egypt,Isna,Robots,RS704,RLK-9920 Robot,10, $ 699.00 , $ 139.80 ," $ 6,850.20 "
1102034,9/2/2018,Retail,Individual,Lolly Mabbot,Morocco,Sidi El Hattab,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1102035,9/2/2018,Retail,Individual,Matthew Duncan,Morocco,Tabant,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1102036,9/2/2018,Wholesale,Business,Hills Group,Morocco,Kasba Tanora,Blueprints,BP105,Creature Robot Arms Blueprint ,5, $ 12.00 , $ 2.40 , $ 57.60 
1102037,9/2/2018,Wholesale,Business,Leuschke Inc.,Morocco,Douar Messassa,Training Videos,TV811,Understanding Drone Regulations,9, $ 27.50 , $ 5.50 , $ 242.00 
1102038,9/2/2018,Wholesale,Business,Gusikowski Group,Morocco,Arbaa Ayacha,Blueprints,BP107,Ladybug Robot Blueprint,11, $ 12.00 , $ 2.40 , $ 129.60 
1102039,9/2/2018,Wholesale,Business,Walter LTD,Morocco,Fezouane,Training Videos,TV801,Aerial Security,104, $ 36.99 , $ 7.40 ," $ 3,839.56 "
1102040,9/2/2018,Wholesale,Business,Boehm Inc.,Morocco,Sidi Mbark,eBooks,EB516,RTF Drones,12, $ 16.99 , $ 3.40 , $ 200.48 
1102041,10/2/2018,Wholesale,Business,Breitenberg LLC,Algeria,Biskra,Drone Kits,DK209,BYOD-550,8, $ 179.00 , $ 35.80 ," $ 1,396.20 "
1102042,10/2/2018,Wholesale,Business,Feest Inc.,Algeria,Arhribs,Training Videos,TV809,Understanding 3D Printing,12, $ 42.99 , $ 8.60 , $ 507.28 
1102043,10/2/2018,Retail,Individual,Rach Goodwin,Morocco,Outat Oulad Al Haj,Robot Kits,RK602,BYOR-1000,2, $ 189.00 , 0 , $ 378.00 
1102044,10/2/2018,Wholesale,Business,Ledner Inc.,Egypt,Qina,Training Videos,TV813,Virtual Reality Basics,23, $ 29.99 , $ 6.00 , $ 683.77 
1102045,11/2/2018,Retail,Individual,Hort Wiersma,Morocco,Biougra,eBooks,EB514,Polar Robots,1, $ 23.99 , 0 , $ 23.99 
1102046,11/2/2018,Retail,Individual,Rubi Brandon,Egypt,Dayr al Jarnus,eBooks,EB518,Single Rotor Drones,1, $ 14.99 , 0 , $ 14.99 
1102047,11/2/2018,Retail,Individual,Dasie Skipton,Morocco,Zoumi,Training Videos,TV809,Understanding 3D Printing,1, $ 42.99 , 0 , $ 42.99 
1102048,11/2/2018,Wholesale,Business,Breitenberg LLC,Morocco,Bouznika,Training Videos,TV806,Mapping with Drones,12, $ 49.00 , $ 9.80 , $ 578.20 
1102049,11/2/2018,Retail,Individual,Jacob Becker,Syria,I`zaz,Drone Kits,DK208,BYOD-500,3, $ 167.00 , 0 , $ 501.00 
1102050,12/2/2018,Wholesale,Business,Collier and Sons,Egypt,Banha,Training Videos,TV803,Cloud Computing,10, $ 29.99 , $ 6.00 , $ 293.90 
1102051,12/2/2018,Retail,Individual,Bunny Esmead,Morocco,Tamazouzt,eBooks,EB506,Delta Robots,1, $ 16.99 , 0 , $ 16.99 
1102052,12/2/2018,Wholesale,Business,Hayes LLC,Algeria,Ifigha,Blueprints,BP104,Cat Robot Blueprint,6, $ 4.99 , $ 1.00 , $ 28.94 
1102053,12/2/2018,Retail,Individual,Alva Weblin,Morocco,Sidi el Mokhfi,Drone Kits,DK209,BYOD-550,1, $ 179.00 , 0 , $ 179.00 
1102054,12/2/2018,Retail,Individual,Silvester Baughen,Morocco,Bigoudine,eBooks,EB511,Helicopter Drones,1, $ 20.95 , 0 , $ 20.95 
1102055,12/2/2018,Retail,Individual,Terry Emmerich,Saudi Arabia,As Sulayyil,Robot Kits,RK603,BYOR-1500,2, $ 189.00 , 0 , $ 378.00 
1102056,13/2/2018,Wholesale,Business,Murphy LLC,Morocco,Zawyat Sidi Hamza,Blueprints,BP109,QuadroCopter Blueprint ,13, $ 10.99 , $ 2.20 , $ 140.67 
1102057,13/2/2018,Wholesale,Business,Bergnaum Group,Algeria,Bordj Menaiel,Drone Kits,DK203,BYOD-220,6, $ 69.00 , $ 13.80 , $ 400.20 
1102058,13/2/2018,Wholesale,Business,Schuppe Inc.,Morocco,Sidi Lahsene,Blueprints,BP104,Cat Robot Blueprint,88, $ 4.99 , $ 1.00 , $ 438.12 
1102059,14/2/2018,Wholesale,Business,Wiegand Inc.,Saudi Arabia,Abha,Blueprints,BP107,Ladybug Robot Blueprint,9, $ 12.00 , $ 2.40 , $ 105.60 
1102060,14/2/2018,Wholesale,Business,Wolff LLC,Morocco,Tineghir,Blueprints,BP110,Sleepy Eye Blueprint,8, $ 11.99 , $ 2.40 , $ 93.52 
1102061,14/2/2018,Retail,Individual,Tori Frami,Morocco,Timoulilt,Drone Kits,DK202,BYOD-200,3, $ 58.95 , 0 , $ 176.85 
1102062,14/2/2018,Retail,Individual,Willie D'Aubney,Morocco,Knemis Dades,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1102063,14/2/2018,Wholesale,Business,Blue Sky Kites,Syria,Safita,Training Videos,TV803,Cloud Computing,11, $ 29.99 , $ 6.00 , $ 323.89 
1102064,14/2/2018,Retail,Individual,Melantha Roeby,Iraq,Al Basrah,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1102065,14/2/2018,Wholesale,Business,Fisher Inc.,Morocco,Amizmiz,Blueprints,BP102,Bsquare Robot Blueprint,5, $ 8.99 , $ 1.80 , $ 43.15 
1102066,14/2/2018,Wholesale,Business,Witting Innovations,Morocco,Imouzzer Kandar,Blueprints,BP109,QuadroCopter Blueprint ,20, $ 10.99 , $ 2.20 , $ 217.60 
1102067,15/2/2018,Wholesale,Business,Stehr Group,Syria,Muhradah,eBooks,EB505,Delivery Drones,8, $ 14.99 , $ 3.00 , $ 116.92 
1102068,15/2/2018,Wholesale,Business,Koepp Inc.,Syria,Busra al Harir,Robots,RS704,RLK-9920 Robot,10, $ 699.00 , $ 139.80 ," $ 6,850.20 "
1102069,15/2/2018,Wholesale,Business,Pagac LLC,Morocco,Mrizig,Training Videos,TV808,Robotic Essentials,11, $ 34.99 , $ 7.00 , $ 377.89 
1102070,15/2/2018,Retail,Individual,Arliene Lander,Algeria,Seddouk Oufella,eBooks,EB514,Polar Robots,1, $ 23.99 , 0 , $ 23.99 
1102071,15/2/2018,Wholesale,Business,Smith Technologies,Morocco,Aghbar,Training Videos,TV806,Mapping with Drones,9, $ 49.00 , $ 9.80 , $ 431.20 
1102072,15/2/2018,Wholesale,Business,Boyer LLC,Algeria,Tala Yfassene,Training Videos,TV801,Aerial Security,9, $ 36.99 , $ 7.40 , $ 325.51 
1102073,15/2/2018,Retail,Individual,Stacy Prendeguest,Syria,Nasib,Robots,RS706,RWW-75 Robot,1, $ 883.00 , 0 , $ 883.00 
1102074,15/2/2018,Retail,Individual,Cris Konopelski,Morocco,Al Fayd,Robots,RS702,MICR-23K Robot,1, $ 899.00 , 0 , $ 899.00 
1102075,16/2/2018,Wholesale,Business,Larkin Group,Egypt,Qift,eBooks,EB520,Understanding Arduino,8, $ 17.50 , $ 3.50 , $ 136.50 
1102076,16/2/2018,Retail,Individual,Thurstan Hayton,Morocco,Boudinar,Blueprints,BP102,Bsquare Robot Blueprint,1, $ 8.99 , 0 , $ 8.99 
1102077,16/2/2018,Wholesale,Business,Kunze Group,Morocco,Talsint,Blueprints,BP102,Bsquare Robot Blueprint,8, $ 8.99 , $ 1.80 , $ 70.12 
1102078,16/2/2018,Wholesale,Business,Torphy Invisionaries,Algeria,Tizi-n-Tleta,Drone Kits,DK206,BYOD-400,13, $ 119.00 , $ 23.80 ," $ 1,523.20 "
1102079,16/2/2018,Wholesale,Business,Nikolaus LLC,Morocco,Oulad Barhil,Training Videos,TV813,Virtual Reality Basics,6, $ 29.99 , $ 6.00 , $ 173.94 
1102080,16/2/2018,Retail,Individual,Claretta Connochie,Saudi Arabia,Ad Dir`iyah,Drone Kits,DK206,BYOD-400,2, $ 119.00 , 0 , $ 238.00 
1102081,16/2/2018,Wholesale,Business,Durgan Group,Egypt,Naj` Hammadi,Drone Kits,DK201,BYOD-100,64, $ 54.00 , $ 10.80 ," $ 3,445.20 "
1102082,16/2/2018,Retail,Business,Walsh Inc.,Syria,Shahba,eBooks,EB514,Polar Robots,109, $ 23.99 , 0 ," $ 2,614.91 "
1102083,17/2/2018,Wholesale,Business,Stiedemann Securities ,Morocco,Moulay Abdallah,Robots,RS704,RLK-9920 Robot,12, $ 699.00 , $ 139.80 ," $ 8,248.20 "
1102084,17/2/2018,Retail,Individual,Rafa Richarz,Egypt,Al Hibah,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1102085,18/2/2018,Wholesale,Business,Bergnaum Group,Morocco,Zemamra,eBooks,EB503,Building Your Own Drone,9, $ 24.99 , $ 5.00 , $ 219.91 
1102086,18/2/2018,Wholesale,Business,Conroy Information Systems,Syria,Busra ash Sham,Drone Kits,DK202,BYOD-200,10, $ 58.95 , $ 11.79 , $ 577.71 
1102087,18/2/2018,Wholesale,Business,Anderson LLC,Algeria,Mechtras,eBooks,EB514,Polar Robots,12, $ 23.99 , $ 4.80 , $ 283.08 
1102088,18/2/2018,Retail,Individual,Margarette Kefford,Saudi Arabia,Al Hawiyah,Robot Kits,RK602,BYOR-1000,1, $ 190.00 , 0 , $ 190.00 
1102089,18/2/2018,Wholesale,Business,Robel Inc.,Morocco,Laaouama,Training Videos,TV806,Mapping with Drones,11, $ 49.00 , $ 9.80 , $ 529.20 
1102090,18/2/2018,Retail,Individual,Ondrea Jado,Morocco,Tiddas,eBooks,EB504,Cartesian Robots,1, $ 12.99 , 0 , $ 12.99 
1102091,18/2/2018,Wholesale,Business,Jaskolski Company,Syria,Al Qunaytirah,Training Videos,TV809,Understanding 3D Printing,11, $ 42.99 , $ 8.60 , $ 464.29 
1102092,19/2/2018,Retail,Individual,Dacey Gorse,Morocco,Lalla Mimouna,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1102093,19/2/2018,Retail,Individual,Leon Minocchi,Egypt,Tanta,eBooks,EB504,Cartesian Robots,1, $ 12.99 , 0 , $ 12.99 
1102094,19/2/2018,Retail,Individual,Frederique Shilstone,Algeria,Ouargla,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1102095,19/2/2018,Retail,Individual,Doug Stamm,Morocco,El Jadid,Robots,RS702,MICR-23K Robot,1, $ 899.00 , 0 , $ 899.00 
1102096,19/2/2018,Wholesale,Business,Murazik Inc.,Morocco,Kariat Ben Aouda,Training Videos,TV802,AI for Educators,9, $ 49.95 , $ 9.99 , $ 439.56 
1102097,19/2/2018,Wholesale,Business,Johnson LLC,Morocco,Arfoud,Training Videos,TV805,Industrial 3D Printing ,6, $ 49.00 , $ 9.80 , $ 284.20 
1102098,19/2/2018,Retail,Individual,Steve Grant,Saudi Arabia,Al Hillah,Drones,DS307,MICR-564K Drone,1, $ 499.00 , 0 , $ 499.00 
1102099,20/2/2018,Wholesale,Business,Trantow Technologies,Algeria,Relizane,Blueprints,BP109,QuadroCopter Blueprint ,13, $ 10.99 , $ 2.20 , $ 140.67 
1102100,20/2/2018,Retail,Individual,Willy McCrachen,Algeria,Sali,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1102101,20/2/2018,Wholesale,Business,Price Inc.,Morocco,Tidili Masfiywat,Training Videos,TV811,Understanding Drone Regulations,11, $ 27.50 , $ 5.50 , $ 297.00 
1102102,20/2/2018,Wholesale,Business,Schuppe Inc.,Morocco,Youssoufia,Training Videos,TV804,Drone Video Techniques,90, $ 37.99 , $ 7.60 ," $ 3,411.50 "
1102103,21/2/2018,Retail,Individual,Janifer Strongitharm,Morocco,Ounagha,Blueprints,BP108,Panda Robot Blueprint,1, $ 7.99 , 0 , $ 7.99 
1102104,21/2/2018,Wholesale,Business,Swaniawski Group,Morocco,Douar Oulad Amer Leqliaa,Drone Kits,DK206,BYOD-400,12, $ 119.00 , $ 23.80 ," $ 1,404.20 "
1102105,21/2/2018,Retail,Individual,Dal Heineke,Syria,Jindayris,Drone Kits,DK201,BYOD-100,1, $ 54.00 , 0 , $ 54.00 
1102106,21/2/2018,Wholesale,Business,Jenkins LLC,Morocco,Ksar Lmajaz,Training Videos,TV809,Understanding 3D Printing,6, $ 42.99 , $ 8.60 , $ 249.34 
1102107,21/2/2018,Wholesale,Business,Schuppe Inc.,Morocco,Mzefroune,eBooks,EB507,Drone Building Essentials,12, $ 13.99 , $ 2.80 , $ 165.08 
1102108,21/2/2018,Retail,Individual,Kally Reeders,Saudi Arabia,Layla,Robots,RS703,RCB-889 Robot,2, $ 549.00 , 0 ," $ 1,098.00 "
1102109,21/2/2018,Retail,Individual,Worthington Byrom,Morocco,Sidi Lmokhtar,Drone Kits,DK208,BYOD-500,1, $ 167.00 , 0 , $ 167.00 
1102110,22/2/2018,Wholesale,Business,Corkery International ,Morocco,Gtarna,eBooks,EB506,Delta Robots,13, $ 16.99 , $ 3.40 , $ 217.47 
1102111,22/2/2018,Retail,Individual,Dolly Mante,Algeria,Lakhdaria,eBooks,EB508,Fixed Wing Drones,1, $ 15.50 , 0 , $ 15.50 
1102112,22/2/2018,Wholesale,Business,Schuppe Inc.,Morocco,Ain Bida,Drones,DS306,DX-145 Drone,101, $ 250.00 , $ 50.00 ," $ 25,200.00 "
1102113,22/2/2018,Wholesale,Business,Durgan Group,Morocco,Askawn,Drones,DS307,MICR-564K Drone,69, $ 499.00 , $ 99.80 ," $ 34,331.20 "
1102114,22/2/2018,Retail,Individual,Jacob Thomas,Syria,Al Hasakah,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1102115,23/2/2018,Retail,Individual,Basia Franciotti,Algeria,Beni Douala,Robot Kits,RK603,BYOR-1500,1, $ 189.00 , 0 , $ 189.00 
1102116,23/2/2018,Wholesale,Business,Lubowitz LLC,Egypt,Daraw,Drone Kits,DK201,BYOD-100,12, $ 54.00 , $ 10.80 , $ 637.20 
1102117,23/2/2018,Wholesale,Business,Murphy LLC,Syria,Idlib,Blueprints,BP104,Cat Robot Blueprint,6, $ 4.99 , $ 1.00 , $ 28.94 
1102118,23/2/2018,Wholesale,Business,Brown Group,Morocco,Oued Amlil,Robot Kits,RK607,BYOR-4005,7, $ 245.00 , $ 49.00 ," $ 1,666.00 "
1102119,23/2/2018,Wholesale,Business,Swaniawski Group,Morocco,Beni Oual Sehira,eBooks,EB507,Drone Building Essentials,8, $ 13.99 , $ 2.80 , $ 109.12 
1102120,23/2/2018,Retail,Individual,Rheba O'Bradden,Morocco,Ar Rommani,eBooks,EB519,Spherical Robots,1, $ 16.75 , 0 , $ 16.75 
1102121,23/2/2018,Wholesale,Business,Bashirian International,Morocco,Galaz,Robots,RS707,RXW-9807 Robot,5, $ 599.00 , $ 119.80 ," $ 2,875.20 "
1102122,24/2/2018,Wholesale,Business,Reichel and Sons,Egypt,Bani Mazar,eBooks,EB503,Building Your Own Drone,6, $ 24.99 , $ 5.00 , $ 144.94 
1102123,24/2/2018,Wholesale,Business,Ullrich Inc.,Morocco,Bounaamane,Blueprints,BP104,Cat Robot Blueprint,12, $ 4.99 , $ 1.00 , $ 58.88 
1102124,24/2/2018,Wholesale,Business,Grady Inc.,Algeria,Toudja,Blueprints,BP108,Panda Robot Blueprint,11, $ 7.99 , $ 1.60 , $ 86.29 
1102125,24/2/2018,Wholesale,Business,Wyman Institute,Syria,Ar Rastan,Blueprints,BP102,Bsquare Robot Blueprint,9, $ 8.99 , $ 1.80 , $ 79.11 
1102126,24/2/2018,Retail,Individual,Nate Deckow,Egypt,As Sallum,eBooks,EB517,SCARA Robots,1, $ 19.50 , 0 , $ 19.50 
1102127,24/2/2018,Wholesale,Business,Dickens LLC,Syria,Manbij,Drone Kits,DK206,BYOD-400,103, $ 119.00 , $ 23.80 ," $ 12,233.20 "
1102128,24/2/2018,Wholesale,Business,Hickle LLC,Morocco,Setti Fatma,Drone Kits,DK204,BYOD-300,12, $ 89.00 , $ 17.80 ," $ 1,050.20 "
1102129,24/2/2018,Wholesale,Business,D'Amore LLC,Morocco,Tamgrout,eBooks,EB512,Multi Rotor Drones,84, $ 24.95 , $ 4.99 ," $ 2,090.81 "
1102130,25/2/2018,Wholesale,Business,Runolfsdottir Group,Morocco,Inezgane,Blueprints,BP108,Panda Robot Blueprint,6, $ 7.99 , $ 1.60 , $ 46.34 
1102131,25/2/2018,Wholesale,Business,Moore LLC,Morocco,Amersid,eBooks,EB502,Building Your First Robot,9, $ 24.95 , $ 4.99 , $ 219.56 
1102132,25/2/2018,Retail,Individual,Basile Setterthwait,Egypt,Samalut,Training Videos,TV810,Understanding Automation,1, $ 44.95 , 0 , $ 44.95 
1102133,25/2/2018,Retail,Individual,Celestia Coumbe,Syria,As Sukhnah,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1102134,25/2/2018,Retail,Individual,Maitilde Redmond,Egypt,Rosetta,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1102135,25/2/2018,Retail,Individual,Marybelle Lengthorn,Morocco,Bni Khloug,Robots,RS703,RCB-889 Robot,2, $ 549.00 , 0 ," $ 1,098.00 "
1102136,25/2/2018,Wholesale,Business,Bauch Group,Morocco,Alnif,Robots,RS703,RCB-889 Robot,64, $ 549.00 , $ 109.80 ," $ 35,026.20 "
1102137,25/2/2018,Wholesale,Business,Raynor LLC,Egypt,Kafr ash Shaykh,eBooks,EB502,Building Your First Robot,77, $ 24.95 , $ 4.99 ," $ 1,916.16 "
1102138,26/2/2018,Retail,Individual,Hussein Fuller,Morocco,Sidi Mohamed Lahmar,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1102139,26/2/2018,Wholesale,Business,Thompson Inc.,Morocco,Ksebia,Drone Kits,DK206,BYOD-400,91, $ 119.00 , $ 23.80 ," $ 10,805.20 "
1102140,26/2/2018,Wholesale,Business,Ankunding Inc.,Morocco,Bni Gmil,Robot Kits,RK603,BYOR-1500,39, $ 189.00 , $ 37.80 ," $ 7,333.20 "
1102141,27/2/2018,Wholesale,Business,Doyle-Koelpin,Kuwait,Kuwait City,eBooks,EB519,Spherical Robots,5, $ 16.75 , $ 3.35 , $ 80.40 
1102142,27/2/2018,Wholesale,Business,LMD Resources,Morocco,Tnine Sidi Lyamani,Training Videos,TV804,Drone Video Techniques,5, $ 37.99 , $ 7.60 , $ 182.35 
1102143,27/2/2018,Wholesale,Business,King Inc.,Morocco,Ghafsai,Drones,DS306,DX-145 Drone,5, $ 250.00 , $ 50.00 ," $ 1,200.00 "
1102144,27/2/2018,Retail,Individual,Francene Cownden,Morocco,Amtar,Training Videos,TV806,Mapping with Drones,1, $ 49.00 , 0 , $ 49.00 
1102145,27/2/2018,Wholesale,Business,Beahan Inc.,Saudi Arabia,Al Bahah,Blueprints,BP104,Cat Robot Blueprint,8, $ 4.99 , $ 1.00 , $ 38.92 
1102146,27/2/2018,Retail,Individual,Holli McQuarrie,Morocco,Safsaf,Robot Kits,RK603,BYOR-1500,1, $ 189.00 , 0 , $ 189.00 
1102147,27/2/2018,Wholesale,Business,Schinner Inc.,Morocco,Bou Izakarn,eBooks,EB503,Building Your Own Drone,8, $ 24.99 , $ 5.00 , $ 194.92 
1102148,27/2/2018,Retail,Individual,Fay Grimes,Morocco,Bni Hadifa,Training Videos,TV807,Open Source Code,1, $ 32.95 , 0 , $ 32.95 
1102149,27/2/2018,Wholesale,Business,Wolff LLC,Morocco,Tleta Taghramt,Drones,DS303,DTD-7000 Drone,7, $ 450.00 , $ 90.00 ," $ 3,060.00 "
1102150,27/2/2018,Retail,Individual,Huberto Handaside,Iraq,Zakhu,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1102151,28/2/2018,Wholesale,Business,Ward-Mills,Morocco,Mhamid el Rhozlane,Robot Kits,RK606,BYOR-3535,7, $ 225.00 , $ 45.00 ," $ 1,530.00 "
1102152,28/2/2018,Retail,Individual,Ursa Pilmoor,Morocco,Oulad Amrane el Mekki,Robot Kits,RK606,BYOR-3535,2, $ 225.00 , 0 , $ 450.00 
1102153,28/2/2018,Wholesale,Business,Cremin LLC,Morocco,Aj Jourf,Blueprints,BP106,Hexacopter Drone Blueprint,11, $ 8.99 , $ 1.80 , $ 97.09 
1102154,28/2/2018,Wholesale,Business,Fisher Inc.,Algeria,Ouled Moussa,Robot Kits,RK606,BYOR-3535,10, $ 225.00 , $ 45.00 ," $ 2,205.00 "
1102155,28/2/2018,Retail,Individual,Juanita Jerred,Syria,Shaykh al Hadid,Training Videos,TV806,Mapping with Drones,1, $ 49.00 , 0 , $ 49.00 
1102156,28/2/2018,Wholesale,Business,Robel Inc.,Morocco,Mechraa Bel Ksiri,eBooks,EB509,GPS Drones,6, $ 19.99 , $ 4.00 , $ 115.94 
1102157,28/2/2018,Wholesale,Business,Gleason LLC,Morocco,Guelmim,Blueprints,BP107,Ladybug Robot Blueprint,77, $ 12.00 , $ 2.40 , $ 921.60 
1102158,28/2/2018,Wholesale,Business,Satterfield LLC,Morocco,Oulad Amghar,Robots,RS702,MICR-23K Robot,73, $ 899.00 , $ 179.80 ," $ 65,447.20 "
1102159,28/2/2018,Wholesale,Business,Smith Technologies,Morocco,Ratba,eBooks,EB509,GPS Drones,3, $ 19.99 , $ 4.00 , $ 55.97 
1102160,28/2/2018,Wholesale,Business,Herman LLC,Morocco,Azemmour,Blueprints,BP107,Ladybug Robot Blueprint,38, $ 12.00 , $ 2.40 , $ 453.60 
1102161,1/3/2018,Wholesale,Business,Schamberger Inc.,Morocco,Marrakech,eBooks,EB512,Multi Rotor Drones,9, $ 24.95 , $ 4.99 , $ 219.56 
1102162,1/3/2018,Wholesale,Business,Breitenberg LLC,Morocco,Ait Athmane,Training Videos,TV811,Understanding Drone Regulations,12, $ 27.50 , $ 5.50 , $ 324.50 
1102163,1/3/2018,Wholesale,Business,Little and Sons,Syria,Jaramana,Robot Kits,RK605,BYOR-3000,10, $ 214.00 , $ 42.80 ," $ 2,097.20 "
1102164,1/3/2018,Retail,Individual,Daniella Gleder,Saudi Arabia,Al Khubar,Blueprints,BP110,Sleepy Eye Blueprint,1, $ 11.99 , 0 , $ 11.99 
